14,3105,9,2024-03-17 00:34:09.6666667
24,3104,8,2024-03-16 22:14:41.8733333
39,3103,10,2024-03-16 16:54:48.0033333
22,3102,12,2024-03-16 16:55:38.4333333
13,3091,9,2024-03-14 00:36:05.0833333
18,3082,12,2024-03-13 01:42:51.4100000
8,3081,9,2024-03-13 00:34:28.0500000
23,3073,12,2024-03-12 01:44:24.4700000
11,3072,9,2024-03-12 00:34:51.2400000
27,3071,8,2024-03-11 22:17:27.9000000
18,3069,12,2024-03-11 01:48:05.0866667
9,3068,9,2024-03-11 00:36:30.3866667
19,3052,12,2024-03-10 01:50:13.6766667
5,3051,9,2024-03-10 00:34:11.9333333
18,3050,8,2024-03-09 22:13:48.7833333
20,3048,12,2024-03-09 01:49:23.3333333
12,3047,9,2024-03-09 00:34:27.3066667
18,3045,12,2024-03-08 01:44:02.9333333
36,3044,9,2024-03-08 00:34:06.7700000
45,3043,10,2024-03-08 01:06:04.4400000
17,3031,12,2024-03-07 02:39:25.0533333
60,3030,9,2024-03-07 00:33:11.4900000
17,3019,12,2024-03-06 01:42:45.3500000
5,3018,9,2024-03-06 00:33:14.6233333
15,3014,8,2024-03-05 17:24:25.5200000
10,3006,9,2024-03-05 06:56:55.7666667
19,3004,12,2024-03-04 20:23:52.5266667
37,2969,12,2024-03-04 01:45:51.1366667
10,2968,9,2024-03-04 00:33:01.9866667
17,2953,12,2024-03-02 01:40:52.8300000
42,2952,9,2024-03-02 00:33:06.3833333
17,2950,12,2024-03-01 01:34:59.9566667
4,2949,9,2024-03-01 00:33:01.0200000
15,2948,10,2024-03-01 00:55:51.9633333
18,2924,12,2024-02-29 01:48:03.0600000
5,2923,9,2024-02-29 00:34:04.8800000
17,2907,12,2024-02-28 01:41:55.1433333
5,2906,9,2024-02-28 00:33:31.2900000
17,2889,12,2024-02-27 01:43:46.9600000
5,2888,9,2024-02-27 00:33:19.4366667
28,2887,8,2024-02-26 22:10:13.5566667
17,2862,12,2024-02-26 01:44:13.0600000
5,2861,9,2024-02-26 00:33:13.3600000
17,2843,12,2024-02-25 01:46:34.9966667
5,2842,9,2024-02-25 00:32:53.1966667
23,2841,8,2024-02-24 22:10:19.9833333
6,2837,9,2024-02-24 00:32:58.8200000
5,2834,9,2024-02-23 00:32:56.4766667
23,2833,10,2024-02-25 16:52:49.5766667
5,2830,9,2024-02-22 00:32:54.3200000
17,2815,12,2024-02-21 01:35:05.7900000
5,2814,9,2024-02-21 00:33:25.9466667
16,2792,12,2024-02-20 01:34:59.2000000
5,2791,9,2024-02-20 00:33:30.8000000
8,2790,8,2024-02-19 22:11:43.9233333
14,2772,12,2024-02-19 01:37:45.8700000
5,2771,9,2024-02-19 00:33:32.6033333
16,2737,12,2024-02-18 01:30:25.0233333
4,2736,9,2024-02-18 00:32:56.3866667
10,2735,8,2024-02-17 22:10:11.4066667
15,2733,12,2024-02-17 01:30:32.1900000
5,2732,9,2024-02-17 00:33:23.8033333
16,2730,12,2024-02-16 01:26:41.2366667
5,2729,9,2024-02-16 00:33:07.3633333
15,2728,10,2024-02-16 00:49:14.9866667
15,2694,12,2024-02-15 10:09:34.0433333
4,2693,9,2024-02-15 09:40:57.7933333
12,2692,8,2024-02-15 09:44:11.3833333
15,2676,12,2024-02-14 01:32:17.0300000
5,2675,9,2024-02-14 00:32:53.5500000
16,2666,12,2024-02-13 01:30:21.1266667
5,2665,9,2024-02-13 00:32:59.7533333
15,2658,12,2024-02-12 01:29:33.7333333
5,2657,9,2024-02-12 00:33:02.6433333
17,2652,12,2024-02-11 01:27:21.5066667
5,2651,9,2024-02-11 00:33:07.3400000
7,2650,8,2024-02-10 22:09:41.9000000
15,2648,12,2024-02-10 01:26:59.6966667
5,2647,9,2024-02-10 00:32:54.4933333
16,2645,12,2024-02-09 01:27:54.0366667
5,2644,9,2024-02-09 00:32:51.8133333
16,2643,10,2024-02-09 00:46:19.0800000
14,2639,12,2024-02-08 01:28:46.6900000
5,2638,9,2024-02-08 00:32:55.7800000
10,2634,12,2024-02-07 11:27:44.8366667
5,2633,9,2024-02-07 00:32:48.9033333
18,2627,12,2024-02-06 01:04:33.7900000
13,2626,9,2024-02-06 00:33:08.0000000
10,2606,12,2024-02-05 01:05:01.0400000
5,2605,9,2024-02-05 00:33:02.1666667
7,2601,8,2024-02-04 17:03:08.9633333
19,2584,12,2024-02-04 01:04:08.4666667
22,2583,9,2024-02-04 00:32:45.8300000
43,2581,12,2024-02-03 01:04:09.2266667
44,2580,9,2024-02-03 00:32:48.4066667
67,2578,12,2024-02-02 01:04:23.3333333
68,2577,9,2024-02-02 00:32:50.6100000
75,2576,10,2024-02-02 00:27:27.5766667
11,2558,12,2024-02-01 01:04:03.0400000
4,2557,9,2024-02-01 00:32:43.7700000
13,2540,12,2024-01-31 01:04:09.8633333
4,2539,9,2024-01-31 00:32:33.6433333
0,2538,13,2024-01-30 16:24:45.6000000
0,2537,13,2024-01-30 16:23:51.1933333
6,2527,9,2024-01-30 10:09:04.3900000
14,2509,12,2024-01-29 01:04:00.6833333
16,2508,9,2024-01-29 00:32:28.1300000
12,2499,12,2024-01-28 01:04:15.9533333
6,2498,9,2024-01-28 00:32:29.9566667
7,2497,8,2024-01-27 22:07:59.3800000
12,2494,12,2024-01-27 01:04:11.1833333
6,2493,9,2024-01-27 00:32:29.4766667
12,2491,12,2024-01-26 01:04:03.7000000
6,2490,9,2024-01-26 00:32:37.0900000
21,2489,10,2024-01-26 00:24:22.8900000
12,2480,12,2024-01-25 01:04:00.5000000
4,2479,9,2024-01-25 00:32:22.9133333
12,2464,12,2024-01-24 01:03:58.9200000
8,2463,9,2024-01-24 00:32:58.2766667
18,2459,12,2024-01-23 01:05:02.9800000
8,2458,9,2024-01-23 00:32:56.1766667
10,2449,12,2024-01-22 01:05:26.4600000
5,2448,9,2024-01-22 00:33:16.4166667
10,2437,12,2024-01-21 01:04:30.0133333
6,2436,9,2024-01-21 00:32:33.2833333
9,2435,8,2024-01-20 22:08:15.4733333
10,2433,12,2024-01-20 01:03:59.1000000
6,2432,9,2024-01-20 00:32:27.1000000
10,2430,12,2024-01-19 01:04:13.2400000
7,2429,9,2024-01-19 00:32:34.1500000
28,2428,10,2024-01-19 00:24:34.7633333
11,2415,12,2024-01-17 01:04:50.6800000
8,2414,9,2024-01-17 00:32:27.0366667
19,2401,12,2024-01-16 01:04:11.6600000
16,2400,9,2024-01-16 00:32:37.4366667
9,2389,12,2024-01-15 01:03:20.7833333
7,2388,9,2024-01-15 00:32:26.2033333
9,2385,12,2024-01-14 01:03:03.8566667
8,2384,9,2024-01-14 00:32:25.6733333
13,2383,8,2024-01-13 22:08:17.8500000
9,2381,12,2024-01-13 01:03:15.7733333
17,2380,9,2024-01-13 00:32:24.3866667
9,2378,12,2024-01-12 01:03:12.7033333
8,2377,9,2024-01-12 00:32:23.8800000
57,2376,10,2024-01-12 00:24:10.4466667
9,2373,12,2024-01-11 01:03:05.8933333
5,2372,9,2024-01-11 00:32:24.3566667
9,2366,12,2024-01-10 01:03:57.0333333
8,2365,9,2024-01-10 00:32:29.0200000
9,2363,12,2024-01-09 01:03:06.5066667
7,2362,9,2024-01-09 00:32:32.1866667
9,2359,12,2024-01-08 01:03:10.5000000
5,2358,9,2024-01-08 00:32:19.7200000
9,2353,12,2024-01-07 01:03:26.5166667
6,2352,9,2024-01-07 00:32:29.8266667
10,2351,8,2024-01-06 22:08:47.3033333
9,2349,12,2024-01-06 01:03:08.0700000
22,2348,9,2024-01-06 00:32:26.9066667
9,2346,12,2024-01-05 01:03:04.0000000
9,2345,9,2024-01-05 00:32:28.7966667
63,2344,10,2024-01-05 00:24:03.2466667
9,2340,12,2024-01-04 01:03:20.7100000
6,2339,9,2024-01-04 00:32:27.0800000
9,2333,12,2024-01-03 01:04:05.6466667
10,2332,9,2024-01-03 00:32:30.2133333
12,2330,12,2024-01-02 01:03:10.8900000
21,2329,9,2024-01-02 00:32:30.8500000
9,2326,12,2024-01-01 01:03:16.2100000
40,2325,9,2024-01-01 00:32:19.2866667
81,2321,10,2023-12-31 10:54:27.2966667
9,2319,12,2023-12-31 01:03:12.8200000
64,2318,9,2023-12-31 00:32:19.5300000
65,2317,8,2023-12-30 22:07:30.6600000
70,2316,9,2023-12-30 18:30:00.1466667
11,2315,12,2023-12-30 01:03:42.7400000
17,2312,9,2023-12-28 11:34:06.5133333
23,2310,12,2023-12-28 01:03:46.7900000
12,2303,12,2023-12-27 01:04:48.1400000
52,2302,9,2023-12-27 00:33:17.9966667
13,2296,12,2023-12-26 01:04:25.9800000
76,2295,9,2023-12-26 00:33:25.6400000
9,2290,12,2023-12-25 01:03:29.7133333
99,2289,9,2023-12-25 00:32:33.0700000
10,2281,12,2023-12-24 01:04:11.4800000
123,2280,9,2023-12-24 00:34:35.6366667
125,2279,8,2023-12-23 22:25:59.3700000
20,2275,12,2023-12-23 01:04:31.7566667
147,2274,9,2023-12-23 00:33:44.5700000
9,2266,12,2023-12-22 01:04:18.0933333
25,2265,9,2023-12-22 00:32:37.2300000
180,2264,10,2023-12-22 00:25:04.3266667
6,2256,9,2023-12-21 00:32:31.9033333
10,2255,12,2023-12-20 19:48:35.8133333
18,2250,9,2023-12-20 00:32:33.6566667
33,2244,9,2023-12-19 00:32:38.5900000
67,2228,9,2023-12-17 13:05:12.8066667
72,2227,8,2023-12-17 13:22:25.9500000
17,2219,10,2023-12-15 00:24:20.2233333
5,2216,9,2023-12-14 00:33:26.1200000
5,2213,9,2023-12-13 00:33:19.4700000
5,2211,9,2023-12-12 00:33:23.3433333
5,2209,9,2023-12-11 00:33:27.1866667
28,2204,10,2023-12-10 11:44:06.8900000
5,2203,9,2023-12-10 00:33:24.7700000
14,2202,8,2023-12-09 22:22:25.6800000
5,2200,9,2023-12-09 00:33:18.4133333
5,2192,9,2023-12-08 00:32:26.4866667
32,2190,10,2023-12-08 13:00:46.9833333
5,2183,9,2023-12-07 00:32:31.9400000
5,2176,9,2023-12-06 00:32:37.5400000
7,2174,9,2023-12-05 00:32:37.2166667
14,2173,8,2023-12-03 17:59:25.5766667
6,2172,9,2023-12-03 00:32:28.4400000
17,2171,8,2023-12-02 22:19:05.5666667
6,2170,9,2023-12-02 00:32:28.2266667
6,2169,9,2023-12-01 00:32:29.5900000
21,2168,10,2023-11-30 20:35:13.5033333
18,2167,10,2023-11-30 15:15:00.8666667
6,2166,9,2023-11-30 00:34:16.7433333
25,2156,10,2023-11-29 13:35:23.2633333
5,2153,9,2023-11-29 00:32:24.1366667
20,2152,10,2023-11-28 19:39:20.2300000
6,2148,9,2023-11-28 00:32:27.7366667
23,2147,10,2023-11-27 19:45:55.5533333
6,2145,9,2023-11-27 00:32:25.4166667
5,2141,9,2023-11-26 00:32:09.0800000
13,2140,8,2023-11-25 22:15:22.9466667
6,2139,9,2023-11-25 00:32:06.4966667
5,2138,9,2023-11-24 00:32:10.1266667
72,2137,10,2023-11-23 15:43:03.4766667
6,2135,9,2023-11-23 00:32:06.1033333
44,2131,10,2023-11-20 17:46:02.2600000
28,2126,9,2023-11-20 00:32:13.0300000
9,2120,9,2023-11-19 00:32:11.6166667
20,2119,8,2023-11-18 22:15:50.6700000
9,2118,9,2023-11-18 00:32:12.9000000
7,2117,9,2023-11-17 00:32:10.3133333
7,2110,9,2023-11-16 00:32:13.0966667
8,2107,9,2023-11-15 00:32:10.7300000
10,2104,9,2023-11-14 00:32:15.6800000
10,2093,9,2023-11-13 00:32:09.4433333
35,2081,8,2023-11-11 22:15:57.8666667
69,2080,9,2023-11-10 00:32:11.7866667
9,2072,9,2023-11-09 00:33:12.4733333
12,2068,9,2023-11-08 12:36:11.7333333
10,2066,9,2023-11-08 00:32:11.8333333
9,2064,9,2023-11-07 00:32:13.7266667
9,2061,9,2023-11-06 00:32:53.9333333
9,2059,9,2023-11-05 00:32:55.9900000
20,2058,8,2023-11-04 22:18:23.4266667
10,2057,9,2023-11-04 00:32:56.8633333
9,2056,9,2023-11-03 00:32:55.0833333
8,2051,9,2023-11-02 00:32:12.9533333
18,2048,9,2023-11-01 00:32:11.3266667
7,2045,9,2023-10-31 00:32:13.2333333
28,2031,8,2023-10-28 22:16:11.4100000
6,2023,9,2023-10-26 00:32:18.2200000
7,2014,9,2023-10-23 00:32:06.1866667
18,2009,8,2023-10-22 11:32:46.3233333
6,2001,9,2023-10-19 00:31:44.4400000
6,2000,9,2023-10-18 00:31:42.9300000
6,1990,9,2023-10-17 00:31:54.7200000
6,1988,9,2023-10-16 13:48:52.5766667
13,1987,8,2023-10-16 13:58:50.7833333
5,1965,9,2023-10-13 00:32:43.8066667
6,1955,9,2023-10-12 00:31:44.8133333
5,1954,9,2023-10-11 16:50:45.8000000
5,1952,9,2023-10-11 12:31:18.1500000
4,1950,9,2023-10-10 12:28:16.8000000
5,1939,9,2023-10-09 11:52:06.4400000
5,1935,9,2023-10-08 11:50:57.4100000
11,1934,8,2023-10-08 11:56:12.0066667
4,1933,9,2023-10-06 00:31:45.8166667
8,1925,9,2023-10-05 00:31:46.6100000
4,1923,9,2023-10-04 00:31:57.3866667
7,1921,9,2023-10-03 00:31:47.1233333
5,1917,9,2023-10-02 00:31:42.3233333
14,1913,9,2023-10-01 00:31:40.9666667
10,1912,8,2023-09-30 22:11:47.3500000
5,1911,9,2023-09-30 00:31:43.6866667
4,1900,9,2023-09-27 00:31:43.6300000
4,1898,9,2023-09-26 00:31:47.3500000
11,1894,9,2023-09-25 00:31:43.8866667
9,1893,8,2023-09-23 22:11:51.8766667
68,1885,9,2023-09-21 13:31:53.2033333
9,1872,8,2023-09-18 20:02:18.4200000
9,1852,8,2023-09-17 19:46:05.2466667
10,1830,8,2023-09-16 22:09:12.1366667
